date,home_team,away_team,team,scorer,minute,own_goal,penalty
2009-09-05,Slovakia,Czech Republic,Slovakia,Stanislav Šesták,59.0,False,False
2013-03-26,South Korea,Qatar,Qatar,Khalfan Ibrahim,63.0,False,False
1980-06-02,Iceland,Wales,Wales,Ian Walsh,75.0,False,False
2003-11-16,Libya,São Tomé and Príncipe,Libya,Mohamed El Rabty,88.0,False,False
1994-10-12,Denmark,Belgium,Denmark,Mark Strudal,86.0,False,False
2005-10-08,Congo,Togo,Congo,Bertrand Bouity,26.0,False,False
1978-06-03,Austria,Spain,Austria,Hans Krankl,76.0,False,False
2021-06-12,Haiti,Canada,Canada,Cyle Larin,14.0,False,False
1979-08-23,Argentina,Brazil,Argentina,Daniel Passarella,38.0,False,False
1985-04-06,Brunei,Hong Kong,Brunei,Zainudin Kassim,49.0,False,False
2021-06-04,Maldives,Syria,Syria,Mahmoud Al-Mawas,29.0,False,False
1997-06-13,Brazil,Costa Rica,Brazil,Rónald González Brenes,34.0,True,False
1996-11-10,Guinea,Kenya,Guinea,Momo Soumah,82.0,False,False
1989-05-31,Russia,Iceland,Russia,Igor Dobrovolski,65.0,False,False
2016-03-24,Iraq,Thailand,Thailand,Mongkol Tossakrai,39.0,False,False
2001-07-13,Egypt,Namibia,Egypt,Abdul-Hamid Bassiouny,40.0,False,False
2013-01-25,Burkina Faso,Ethiopia,Burkina Faso,Alain Traoré,34.0,False,False
1996-12-16,South Korea,Iran,South Korea,Shin Tae-Yong,35.0,False,False
2016-03-24,Bolivia,Colombia,Bolivia,Juan Carlos Arce,50.0,False,True
2016-03-24,Japan,Afghanistan,Japan,Sharif Mukhammad,63.0,True,False
1945-02-25,Argentina,Uruguay,Argentina,Rinaldo Martino,50.0,False,False
2011-03-25,Austria,Belgium,Belgium,Axel Witsel,50.0,False,False
2008-06-07,Bahrain,Thailand,Bahrain,Salman Ghuloom,67.0,False,False
2009-03-29,Peru,Chile,Chile,Matías Fernández,70.0,False,False
1996-08-31,Romania,Lithuania,Romania,Constantin Gâlcă,77.0,False,False
1970-11-11,Scotland,Denmark,Scotland,John O'Hare,13.0,False,False
1998-02-16,South Africa,Namibia,South Africa,Benni McCarthy,19.0,False,False
2004-02-18,Vietnam,Maldives,Vietnam,Phan Văn Tài Em,9.0,False,False
2009-03-28,Netherlands,Scotland,Netherlands,Klaas-Jan Huntelaar,30.0,False,False
1993-05-15,Bahrain,India,India,V. P. Sathyan,90.0,False,True
1976-03-06,Morocco,Nigeria,Nigeria,Sam Ojebode,81.0,False,False
1980-06-12,Belgium,England,Belgium,Jan Ceulemans,29.0,False,False
2010-09-07,North Macedonia,Armenia,North Macedonia,Ilčo Naumoski,90.0,False,True
2004-06-19,Saint Kitts and Nevis,Barbados,Barbados,Gregory Goodridge,45.0,False,False
1985-02-23,Hong Kong,Brunei,Hong Kong,Mak King-Fun,51.0,False,False
1996-01-27,South Africa,Algeria,South Africa,John Moshoeu,85.0,False,False
2007-09-08,Netherlands,Bulgaria,Netherlands,Wesley Sneijder,23.0,False,False
2001-07-26,Colombia,Honduras,Colombia,Víctor Aristizábal,63.0,False,False
1985-06-30,Argentina,Peru,Argentina,Ricardo Gareca,81.0,False,False
2017-09-01,Trinidad and Tobago,Honduras,Honduras,Alexander López,7.0,False,False
1968-12-05,Curaçao,Suriname,Curaçao,Antonio Martina,,False,False
1997-05-25,Turkmenistan,Tajikistan,Tajikistan,Viacheslav Knizaev,41.0,False,False
2005-07-17,South Africa,Panama,South Africa,Lungisani Ndlela,68.0,False,False
1945-01-24,Ecuador,Uruguay,Uruguay,Roberto Porta,28.0,False,False
1993-07-04,Zambia,Morocco,Morocco,Rachid Daoudi,11.0,False,False
1998-10-14,Norway,Albania,Albania,Alban Bushi,37.0,False,False
1975-10-29,Northern Ireland,Norway,Northern Ireland,Bryan Hamilton,53.0,False,False
1960-08-28,Ghana,Nigeria,Ghana,Edward Acquah,18.0,False,False
2008-06-13,Netherlands,France,Netherlands,Arjen Robben,72.0,False,False
2008-06-15,Saint Vincent and the Grenadines,Canada,Canada,Ali Gerba,88.0,False,False
1969-04-19,Cyprus,Austria,Austria,Helmut Redl,55.0,False,False
2016-11-15,Argentina,Colombia,Argentina,Lucas Pratto,22.0,False,False
2007-09-08,Croatia,Estonia,Croatia,Eduardo da Silva,45.0,False,False
1988-06-15,England,Netherlands,Netherlands,Marco van Basten,44.0,False,False
2015-06-16,Turkmenistan,Iran,Turkmenistan,Ruslan Mingazow,45.0,False,False
1989-01-06,Oman,Iraq,Oman,Mohamed Ali Hamoud,37.0,False,False
1971-05-12,Albania,Poland,Poland,Jan Banaś,6.0,False,False
1968-12-11,Turkey,Northern Ireland,Northern Ireland,Terry Harkin,87.0,False,False
2017-06-11,Moldova,Georgia,Georgia,Valeri Qazaishvili,70.0,False,False
1984-10-17,England,Finland,England,Kenny Sansom,88.0,False,False
2008-05-31,Malawi,Djibouti,Malawi,Noel Mkandawire,83.0,False,False
2018-06-28,England,Belgium,Belgium,Adnan Januzaj,51.0,False,False
2003-06-11,San Marino,Hungary,Hungary,Imre Szabics,76.0,False,False
1969-05-17,Scotland,Cyprus,Scotland,Colin Stein,59.0,False,False
1977-03-30,England,Luxembourg,England,Mick Channon,68.0,False,False
1989-07-03,Venezuela,Colombia,Venezuela,Carlos Maldonado,73.0,False,False
1993-08-08,Paraguay,Argentina,Argentina,Fernando Redondo,65.0,False,False
2021-11-14,Armenia,Germany,Germany,Kai Havertz,15.0,False,False
1997-04-02,Scotland,Austria,Scotland,Kevin Gallacher,25.0,False,False
1994-09-07,Hungary,Turkey,Hungary,József Kiprich,4.0,False,False
1980-06-22,Belgium,Germany,Germany,Horst Hrubesch,10.0,False,False
2015-07-07,Panama,Haiti,Haiti,Duckens Nazon,86.0,False,False
2021-07-20,Panama,Grenada,Panama,José Luis Rodríguez,64.0,False,False
1978-10-11,Denmark,Bulgaria,Bulgaria,Ivan Iliev,84.0,False,False
1983-11-16,Turkey,Austria,Turkey,Selçuk Yula,69.0,False,False
2021-03-28,Austria,Faroe Islands,Austria,Saša Kalajdžić,44.0,False,False
2009-04-01,Greece,Israel,Greece,Georgios Samaras,67.0,False,True
2021-10-12,Oman,Vietnam,Oman,Issam Al Sabhi,45.0,False,False
1995-03-29,Slovakia,Azerbaijan,Slovakia,Peter Dubovský,45.0,False,True
1986-06-03,Algeria,Northern Ireland,Northern Ireland,Norman Whiteside,6.0,False,False
2015-09-08,Liechtenstein,Russia,Russia,Artem Dzyuba,21.0,False,False
1993-07-18,Mexico,Canada,Mexico,Jorge Rodríguez,4.0,False,False
1957-05-26,Czechoslovakia,Wales,Czechoslovakia,Tadeusz Kraus,65.0,False,False
1980-10-15,Wales,Turkey,Wales,Leighton James,37.0,False,True
2021-06-03,Qatar,India,Qatar,Abdulaziz Hatem,33.0,False,False
1988-06-18,Republic of Ireland,Netherlands,Netherlands,Wim Kieft,82.0,False,False
2021-06-07,Vietnam,Indonesia,Vietnam,Nguyễn Quang Hải,62.0,False,False
2000-09-03,Faroe Islands,Slovenia,Slovenia,Sašo Udovič,25.0,False,False
1966-11-26,Luxembourg,France,France,Yves Herbet,8.0,False,False
1989-10-11,Republic of Ireland,Northern Ireland,Republic of Ireland,Ronnie Whelan,42.0,False,False
1989-06-25,Angola,Cameroon,Angola,Paulo António Alves,5.0,False,False
2012-01-23,Morocco,Tunisia,Tunisia,Youssef Msakni,76.0,False,False
2000-11-15,Barbados,United States,United States,Earnie Stewart,73.0,False,False
2015-03-17,Brunei,Taiwan,Taiwan,Wang Rui,37.0,False,False
2021-11-16,Lebanon,United Arab Emirates,United Arab Emirates,Ali Mabkhout,85.0,False,True
2021-09-02,Georgia,Kosovo,Kosovo,Vedat Muriqi,18.0,False,False
1953-10-10,Wales,England,England,Dennis Wilshaw,45.0,False,False
2015-03-28,Andorra,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,49.0,False,False
1969-02-23,Belgium,Spain,Belgium,Johan Devrindt,33.0,False,False
2011-10-07,Cyprus,Denmark,Denmark,Lars Jacobsen,7.0,False,False
1976-03-03,Egypt,Uganda,Egypt,Moustafa Abdou,26.0,False,False
1998-10-04,Tahiti,Fiji,Fiji,Esala Masi,31.0,False,False
1947-12-23,Colombia,Peru,Peru,Luis Guzmán,79.0,False,False
1968-05-15,Hong Kong,Taiwan,Taiwan,Mak Tian-fu,37.0,False,False
1997-03-01,Solomon Islands,Tonga,Solomon Islands,Robert Seni,63.0,False,False
2017-03-24,Spain,Israel,Israel,Lior Refaelov,76.0,False,False
2003-06-07,Malta,Cyprus,Cyprus,Michalis Konstantinou,23.0,False,True
1973-08-19,DR Congo,Ghana,DR Congo,Jean Kalala N'Tumba,90.0,False,False
1945-01-31,Argentina,Ecuador,Ecuador,Víctor Aguayo,53.0,False,False
2014-06-14,England,Italy,England,Daniel Sturridge,37.0,False,False
2017-09-04,Azerbaijan,San Marino,Azerbaijan,Afran Ismayilov,20.0,False,False
1996-11-09,Liechtenstein,North Macedonia,North Macedonia,Dejvi Glavevski,8.0,False,False
2010-01-18,Mali,Malawi,Mali,Frédéric Kanouté,1.0,False,False
2008-06-14,Uganda,Angola,Uganda,Timothy Batabaire,19.0,False,False
2007-09-12,Denmark,Liechtenstein,Denmark,Jon Dahl Tomasson,18.0,False,False
1999-09-04,Iceland,Andorra,Iceland,Hermann Hreiðarsson,32.0,False,False
1969-09-21,Haiti,El Salvador,El Salvador,Mauricio Alonso Rodríguez,,False,False
2006-10-11,Serbia,Armenia,Serbia,Nikola Žigić,90.0,False,False
1992-03-21,Dominican Republic,Puerto Rico,Puerto Rico,Ramiro Borja,57.0,False,False
1980-03-26,Cyprus,Republic of Ireland,Cyprus,Sotiris Kaiafas,74.0,False,True
1986-10-29,Switzerland,Portugal,Portugal,Manuel Fernandes,85.0,False,False
1993-05-22,Pakistan,China PR,China PR,Cai Sheng,82.0,False,False
2012-06-08,United States,Antigua and Barbuda,United States,Carlos Bocanegra,8.0,False,False
2005-06-03,Saudi Arabia,Kuwait,Saudi Arabia,Mohammad Al-Shalhoub,19.0,False,False
2002-07-05,New Zealand,Tahiti,New Zealand,Ryan Nelsen,30.0,False,False
1960-10-19,Luxembourg,England,England,Jimmy Greaves,82.0,False,False
2009-09-09,Brazil,Chile,Brazil,Júlio Baptista,40.0,False,False
2021-03-29,Cayman Islands,Canada,Canada,Lucas Cavallini,68.0,False,False
2012-06-02,Gambia,Morocco,Gambia,Abdou Jammeh,15.0,False,False
1998-06-27,Brazil,Chile,Chile,Marcelo Salas,70.0,False,False
1997-01-12,Kenya,Nigeria,Kenya,Kennedy Simiyu,22.0,False,False
2017-11-14,Senegal,South Africa,Senegal,Kara Mbodji,90.0,False,False
2001-06-06,New Zealand,Tahiti,New Zealand,Aaran Lines,53.0,False,False
1993-05-02,Honduras,Mexico,Mexico,Luis Flores,44.0,False,False
1972-11-15,Scotland,Denmark,Scotland,Kenny Dalglish,2.0,False,False
2002-06-09,Costa Rica,Turkey,Costa Rica,Winston Parks,86.0,False,False
2016-06-13,Belgium,Italy,Italy,Graziano Pellè,90.0,False,False
1989-03-08,Bangladesh,Thailand,Bangladesh,Sabbir,28.0,False,False
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,Devin Vega,62.0,False,False
2019-06-22,DR Congo,Uganda,Uganda,Emmanuel Okwi,48.0,False,False
2001-06-11,Cook Islands,Tahiti,Tahiti,Felix Tagawa,19.0,False,False
1980-09-27,Yugoslavia,Denmark,Denmark,Frank Arnesen,5.0,False,True
2021-10-09,Sweden,Kosovo,Sweden,Emil Forsberg,29.0,False,True
2011-06-07,Sweden,Finland,Sweden,Emir Bajrami,84.0,False,False
2012-06-08,Honduras,Panama,Panama,Blas Pérez,65.0,False,False
2015-11-17,Timor-Leste,Saudi Arabia,Saudi Arabia,Taisir Al-Jassim,85.0,False,False
2005-10-08,Tunisia,Morocco,Tunisia,José Clayton,18.0,False,True
1985-05-01,Belgium,Poland,Belgium,Erwin Vandenbergh,30.0,False,False
2023-06-28,United States,Saint Kitts and Nevis,United States,Bryan Reynolds,14.0,False,False
1982-11-17,Switzerland,Scotland,Switzerland,Claudio Sulser,49.0,False,False
1996-03-24,Dominican Republic,Aruba,Dominican Republic,Nelson Peña,73.0,False,False
2019-11-18,Sweden,Faroe Islands,Sweden,John Guidetti,80.0,False,False
2010-10-08,Armenia,Slovakia,Slovakia,Vladimír Weiss,37.0,False,False
2008-06-08,Lesotho,Ghana,Lesotho,Lehlohonolo Seema,90.0,False,False
2021-11-15,Niger,Djibouti,Djibouti,Youssouf Abdi Ahmed,33.0,False,False
1974-09-01,Finland,Poland,Poland,Andrzej Szarmach,23.0,False,False
1993-06-02,Norway,England,Norway,Lars Bohinen,48.0,False,False
1987-10-28,Netherlands,Cyprus,Netherlands,John van 't Schip,47.0,False,False
1996-06-02,Mauritius,DR Congo,DR Congo,Elos Elonga-Ekakia,82.0,False,False
2013-10-15,Montenegro,Moldova,Moldova,Eugen Sidorenco,64.0,False,False
2005-06-04,Chile,Bolivia,Chile,Marcelo Salas,66.0,False,False
2007-07-07,Chile,Brazil,Brazil,Juan,16.0,False,False
2005-03-26,Costa Rica,Panama,Costa Rica,Roy Myrie,90.0,False,False
2017-09-02,Gabon,Ivory Coast,Ivory Coast,Max Gradel,53.0,False,False
1977-10-30,Hong Kong,Australia,Australia,Colin Bennett,85.0,False,False
1972-02-24,Mali,Togo,Mali,Bako Touré,49.0,False,False
2021-06-04,Brazil,Ecuador,Brazil,Richarlison,65.0,False,False
2003-06-11,Sweden,Poland,Sweden,Anders Svensson,16.0,False,False
1949-06-02,Sweden,Republic of Ireland,Sweden,Sune Andersson,17.0,False,True
2011-01-28,Uzbekistan,South Korea,Uzbekistan,Alexander Geynrikh,53.0,False,False
1949-06-26,Switzerland,Luxembourg,Switzerland,René Maillard,20.0,False,False
2001-07-29,Madagascar,Congo,Madagascar,Jean-Yves Randriamarozaka,61.0,False,False
2011-11-14,Puerto Rico,Saint Lucia,Puerto Rico,Héctor Ramos,13.0,False,False
2009-06-17,South Korea,Iran,South Korea,Park Ji-sung,82.0,False,False
2017-06-11,North Macedonia,Spain,Spain,Diego Costa,27.0,False,False
2008-10-11,Slovenia,Northern Ireland,Slovenia,Zlatan Ljubijankić,85.0,False,False
2004-02-18,Haiti,Turks and Caicos Islands,Haiti,Johnny Descouines,45.0,False,False
2016-10-06,Kosovo,Croatia,Croatia,Mario Mandžukić,35.0,False,False
1995-04-26,San Marino,Scotland,Scotland,John Collins,19.0,False,False
2019-11-14,Maldives,Philippines,Philippines,John-Patrick Strauß,68.0,False,False
2001-06-06,Czech Republic,Northern Ireland,Northern Ireland,Philip Mulryne,45.0,False,False
2017-11-12,Congo,Uganda,Congo,Marvin Baudry,10.0,False,False
1954-04-03,Haiti,United States,Haiti,Gerard Ellie,60.0,False,True
2005-10-12,Sweden,Iceland,Sweden,Kim Källström,90.0,False,False
2004-07-18,Qatar,Indonesia,Indonesia,Ponaryo Astaman,48.0,False,False
1977-12-04,South Korea,Hong Kong,South Korea,Kim Jae-han,76.0,False,False
2005-06-04,Iceland,Hungary,Hungary,Zoltán Gera,56.0,False,False
1972-06-14,Belgium,Germany,Germany,Gerd Müller,24.0,False,False
1949-09-18,Mexico,United States,United States,Ben Wattman,90.0,False,False
1992-11-29,Cyprus,Romania,Romania,Florin Răducioiu,36.0,False,False
2021-11-15,Austria,Moldova,Austria,Marko Arnautović,55.0,False,True
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,David Rugamas,82.0,False,False
1996-11-10,Peru,Venezuela,Venezuela,Gerson Díaz,78.0,False,False
2002-06-30,Germany,Brazil,Brazil,Ronaldo,79.0,False,False
1988-06-21,Germany,Netherlands,Germany,Lothar Matthäus,55.0,False,True
1964-06-20,Hungary,Denmark,Denmark,Carl Bertelsen,82.0,False,False
1975-08-13,Brazil,Venezuela,Brazil,Palhinha,65.0,False,False
1963-03-21,Bolivia,Peru,Bolivia,Wilfredo Camacho,14.0,False,False
2019-06-15,Argentina,Colombia,Colombia,Duván Zapata,86.0,False,False
2016-10-06,North Macedonia,Israel,Israel,Tomer Hemed,25.0,False,False
2023-07-12,United States,Panama,Panama,Iván Anderson,99.0,False,False
2019-06-29,Haiti,Canada,Haiti,Duckens Nazon,50.0,False,False
2011-10-11,France,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,40.0,False,False
1935-01-06,Argentina,Chile,Argentina,Arturo Arrieta,49.0,False,False
1962-06-06,Russia,Uruguay,Russia,Aleksei Mamykin,38.0,False,False
2004-02-18,Antigua and Barbuda,Curaçao,Antigua and Barbuda,Winston Roberts,39.0,False,False
2009-03-29,Ivory Coast,Malawi,Ivory Coast,Didier Drogba,6.0,False,True
1980-03-19,Algeria,Egypt,Algeria,Salah Assad,55.0,False,True
2001-05-05,Taiwan,Uzbekistan,Uzbekistan,Mirjalol Qosimov,87.0,False,False
1953-10-03,Northern Ireland,Scotland,Scotland,Jackie Henderson,89.0,False,False
1984-03-08,Algeria,Ghana,Algeria,Djamel Menad,75.0,False,False
1997-03-01,Solomon Islands,Tonga,Solomon Islands,George Kiriau,66.0,False,False
2015-10-11,Gibraltar,Scotland,Scotland,Chris Martin,25.0,False,False
2019-09-10,Turkmenistan,South Korea,South Korea,Jung Woo-young,82.0,False,False
2019-09-10,Zimbabwe,Somalia,Zimbabwe,Admiral Muskwe,86.0,False,False
2015-03-23,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,Orlando Mitchum,45.0,False,False
1993-10-13,Sweden,Finland,Sweden,Henrik Larsson,40.0,False,False
1999-08-01,Brazil,Saudi Arabia,Brazil,Alexsandro de Souza,86.0,False,False
1974-06-15,Poland,Argentina,Argentina,Ramón Heredia,60.0,False,False
2013-06-11,Chile,Bolivia,Chile,Arturo Vidal,90.0,False,False
2009-08-12,Mexico,United States,Mexico,Israel Castro,19.0,False,False
1994-10-12,Switzerland,Sweden,Switzerland,Ciriaco Sforza,80.0,False,False
2007-09-12,Slovakia,Wales,Slovakia,Marek Mintál,12.0,False,False
2008-10-15,Canada,Mexico,Canada,Tomasz Radzinski,50.0,False,False
2011-10-07,Greece,Croatia,Greece,Theofanis Gekas,79.0,False,False
2009-08-12,Norway,Scotland,Norway,John Arne Riise,35.0,False,False
2000-06-28,Vanuatu,Solomon Islands,Solomon Islands,Commins Menapi,53.0,False,False
2008-06-14,China PR,Iraq,China PR,Zhou Haibin,33.0,False,False
2003-06-11,England,Slovakia,Slovakia,Vladimír Janočko,31.0,False,False
2019-01-21,United Arab Emirates,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,26.0,False,False
2012-09-11,Bosnia and Herzegovina,Latvia,Bosnia and Herzegovina,Zvjezdan Misimović,12.0,False,False
1994-06-25,Saudi Arabia,Morocco,Saudi Arabia,Fuad Anwar,45.0,False,False
2001-03-10,Sierra Leone,Sudan,Sudan,James Moga,43.0,False,False
1945-01-31,Chile,Colombia,Chile,Desiderio Medina,48.0,False,False
1993-07-10,Honduras,Panama,Panama,Jesús Julio,30.0,False,False
2011-01-19,Iraq,North Korea,Iraq,Karrar Jassim,22.0,False,False
1997-06-08,Bulgaria,Luxembourg,Bulgaria,Yordan Letchkov,81.0,False,False
2017-10-07,Sweden,Luxembourg,Sweden,Andreas Granqvist,67.0,False,True
2016-10-06,Italy,Spain,Spain,Vitolo,55.0,False,False
1945-01-24,Ecuador,Uruguay,Uruguay,Atilio García,83.0,False,False
2004-02-14,Tunisia,Morocco,Tunisia,Francileudo Santos,5.0,False,False
1954-06-30,Austria,Germany,Germany,Fritz Walter,64.0,False,True
1992-09-20,Australia,Tahiti,Australia,Carl Veart,11.0,False,False
2015-11-14,Botswana,Mali,Botswana,Joel Mogorosi,24.0,False,False
2001-08-17,United Arab Emirates,Uzbekistan,United Arab Emirates,Fahd Ali,45.0,False,False
2004-01-31,Morocco,Benin,Morocco,Talal El Karkouri,80.0,False,False
1962-06-03,Bulgaria,Hungary,Hungary,Flórián Albert,6.0,False,False
1987-10-14,Scotland,Belgium,Scotland,Paul McStay,79.0,False,False
2002-09-07,Austria,Moldova,Austria,Andreas Herzog,30.0,False,True
1989-04-26,Republic of Ireland,Spain,Republic of Ireland,Míchel,15.0,True,False
1957-04-07,Mexico,United States,Mexico,Crescencio Gutiérrez,26.0,False,False
2005-10-08,South Africa,DR Congo,South Africa,Sibusiso Zuma,52.0,False,False
1981-08-14,Australia,Fiji,Australia,Dave Mitchell,29.0,False,False
1996-06-01,Sweden,Belarus,Sweden,Patrik Andersson,77.0,False,False
2005-06-04,Benin,Cameroon,Cameroon,Rigobert Song,19.0,False,False
1972-03-29,Portugal,Cyprus,Portugal,Humberto Coelho,7.0,False,False
1995-09-03,Croatia,Estonia,Estonia,Martin Reim,17.0,False,False
1978-06-21,Austria,Germany,Austria,Hans Krankl,66.0,False,False
1993-11-17,Wales,Romania,Romania,Gheorghe Hagi,32.0,False,False
2004-09-08,El Salvador,Jamaica,Jamaica,Marlon King,38.0,False,False
2014-06-16,Germany,Portugal,Germany,Mats Hummels,32.0,False,False
1980-10-15,Northern Ireland,Sweden,Northern Ireland,Jimmy Nicholl,37.0,False,False
1997-09-06,Iceland,Republic of Ireland,Iceland,Helgi Sigurðsson,47.0,False,False
1983-05-15,Malta,Spain,Spain,Francisco José Carrasco,60.0,False,False
2000-10-08,Honduras,Jamaica,Honduras,Danilo Turcios,90.0,False,False
1982-06-29,Italy,Argentina,Italy,Antonio Cabrini,67.0,False,False
1995-09-06,Lithuania,Ukraine,Lithuania,Darius Maciulevičius,17.0,False,False
2008-09-10,Guatemala,Cuba,Guatemala,Mario Rafael Rodríguez,85.0,False,False
1989-03-20,Yemen,Saudi Arabia,Saudi Arabia,Ahmed Jamil Madani,79.0,False,False
2008-01-28,Ghana,Morocco,Ghana,Sulley Muntari,45.0,False,False
1979-08-22,Colombia,Venezuela,Colombia,Arnoldo Iguarán,17.0,False,False
1977-08-14,Australia,Iran,Iran,Hassan Rowshan,70.0,False,False
2004-11-17,Panama,El Salvador,Panama,Roberto Brown,4.0,False,False
2012-06-08,New Zealand,New Caledonia,New Caledonia,Bertrand Kaï,60.0,False,False
1992-06-17,Sweden,England,Sweden,Jan Eriksson,51.0,False,False
1977-11-18,Iran,Hong Kong,Iran,Ghafour Jahani,3.0,False,False
2012-09-11,New Zealand,Solomon Islands,New Zealand,Shane Smeltz,12.0,False,False
1996-11-10,Togo,Cameroon,Cameroon,Jean-Jacques Missé-Missé,63.0,False,False
1982-09-22,Denmark,England,Denmark,Allan Hansen,68.0,False,True
1980-02-26,New Caledonia,Vanuatu,New Caledonia,,,False,False
2022-03-18,New Caledonia,Fiji,Fiji,Sairusi Nalaubu,89.0,False,False
2021-11-13,Belgium,Estonia,Belgium,Thorgan Hazard,74.0,False,False
2008-09-10,Vanuatu,Fiji,Fiji,Maciu Dunadamu,90.0,False,False
2017-10-07,Cameroon,Algeria,Cameroon,Franck Pangop,88.0,False,False
2016-11-15,South Korea,Uzbekistan,Uzbekistan,Marat Bikmaev,25.0,False,False
2006-09-06,San Marino,Germany,Germany,Thomas Hitzlsperger,72.0,False,False
1989-06-11,Angola,Gabon,Angola,Joseph Maluka,28.0,False,False
2022-03-27,Canada,Jamaica,Canada,Junior Hoilett,83.0,False,False
2021-11-15,San Marino,England,England,Emile Smith Rowe,58.0,False,False
2006-09-06,Bulgaria,Slovenia,Bulgaria,Martin Petrov,70.0,False,False
2010-09-07,Germany,Azerbaijan,Germany,Holger Badstuber,86.0,False,False
2021-09-09,Argentina,Bolivia,Argentina,Lionel Messi,88.0,False,False
1991-10-09,Austria,Denmark,Denmark,Bent Christensen Arensøe,37.0,False,False
1968-01-16,DR Congo,Senegal,Senegal,Yatma Diouck,,False,False
2019-09-07,England,Bulgaria,England,Harry Kane,50.0,False,True
2012-10-12,Argentina,Uruguay,Argentina,Sergio Agüero,74.0,False,False
2015-02-01,Ivory Coast,Algeria,Ivory Coast,Gervinho,90.0,False,False
1986-06-18,Denmark,Spain,Spain,Emilio Butragueño,56.0,False,False
2019-07-07,Madagascar,DR Congo,Madagascar,Ibrahim Amada,9.0,False,False
1916-07-12,Brazil,Uruguay,Uruguay,Jose Tognola,77.0,False,False
2019-09-10,Togo,Comoros,Togo,Gilles Sunu,71.0,False,False
2004-09-08,Luxembourg,Latvia,Luxembourg,Manuel Cardoni,62.0,False,False
1978-03-09,Tunisia,Uganda,Tunisia,Abderraouf Ben Aziza,83.0,False,False
2013-06-11,Denmark,Armenia,Armenia,Yura Movsisyan,1.0,False,False
2004-11-17,Saudi Arabia,Sri Lanka,Saudi Arabia,Saad Al-Harthi,6.0,False,False
1979-08-29,Chile,Venezuela,Chile,Carlos Rivas,54.0,False,True
2007-03-28,Israel,Estonia,Israel,Idan Tal,19.0,False,False
1974-06-30,Germany,Sweden,Germany,Uli Hoeneß,89.0,False,True
2019-11-14,Kyrgyzstan,Japan,Japan,Genki Haraguchi,54.0,False,False
1938-03-25,Hungary,Greece,Hungary,Pál Titkos,75.0,False,False
2006-09-06,Finland,Portugal,Portugal,Nuno Gomes,42.0,False,False
2001-09-05,Austria,Bosnia and Herzegovina,Austria,Andreas Herzog,38.0,False,False
2019-11-19,Myanmar,Mongolia,Myanmar,Hlaing Bo Bo,17.0,False,False
2006-10-11,Slovakia,Germany,Germany,Michael Ballack,25.0,False,False
2011-07-03,Macau,Vietnam,Vietnam,Lê Công Vinh,82.0,False,False
1992-12-19,Gabon,Senegal,Senegal,Souleyman Sané,74.0,False,False
2021-10-08,Russia,Slovakia,Russia,Milan Škriniar,24.0,True,False
2001-09-06,Bahrain,Thailand,Bahrain,Khaled Al-Doseri,16.0,False,False
2016-09-05,Israel,Italy,Italy,Antonio Candreva,31.0,False,True
2004-05-17,American Samoa,Papua New Guinea,Papua New Guinea,Reginald Davani,40.0,False,False
2004-11-17,Cyprus,Israel,Israel,Avi Nimni,86.0,False,False
2009-10-14,Azerbaijan,Russia,Azerbaijan,Vagif Javadov,54.0,False,False
2016-10-07,Portugal,Andorra,Portugal,João Cancelo,44.0,False,False
2001-06-02,Estonia,Netherlands,Netherlands,Ruud van Nistelrooy,83.0,False,False
1998-06-23,Scotland,Morocco,Morocco,Salaheddine Bassir,23.0,False,False
1962-06-02,Uruguay,Yugoslavia,Yugoslavia,Dražan Jerković,49.0,False,False
1998-10-10,Bosnia and Herzegovina,Czech Republic,Bosnia and Herzegovina,Marko Topić,87.0,False,False
2005-10-08,Congo,Togo,Togo,Emmanuel Adebayor,40.0,False,False
1971-04-25,Turkey,Germany,Germany,Horst Köppel,73.0,False,False
1992-10-10,Ivory Coast,Botswana,Ivory Coast,Oumar Ben Salah,14.0,False,False
1963-12-10,Denmark,Luxembourg,Luxembourg,Johny Léonard,13.0,False,False
2016-03-24,Ecuador,Paraguay,Paraguay,Darío Lezcano,59.0,False,False
2010-09-03,Portugal,Cyprus,Cyprus,Andreas Avraam,89.0,False,False
1992-12-20,Tunisia,Morocco,Morocco,Abdelmajid Bouyboud,85.0,False,False
2001-10-07,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Nermin Šabić,69.0,False,False
2005-03-26,Poland,Azerbaijan,Poland,Jacek Krzynówek,72.0,False,False
2000-02-01,Egypt,Burkina Faso,Egypt,Abdel Halim Ali,90.0,False,False
2004-09-08,Armenia,Finland,Finland,Alexei Eremenko,67.0,False,False
2012-06-08,Qatar,South Korea,South Korea,Kwak Tae-hwi,55.0,False,False
2022-11-27,Croatia,Canada,Croatia,Andrej Kramarić,36.0,False,False
2011-10-08,Liechtenstein,Scotland,Scotland,Craig Mackail-Smith,32.0,False,False
