date,home_team,away_team,team,scorer,minute,own_goal,penalty
2015-06-14,Liechtenstein,Moldova,Moldova,Gheorghe Boghiu,43.0,False,False
1982-06-15,Hungary,El Salvador,Hungary,László Kiss,69.0,False,False
2007-03-24,Portugal,Belgium,Portugal,Cristiano Ronaldo,55.0,False,False
1997-06-02,Maldives,Iran,Iran,Ali Daei,75.0,False,False
2004-09-08,Hungary,Iceland,Hungary,Zoltán Gera,62.0,False,False
2017-06-25,Germany,Cameroon,Germany,Kerem Demirbay,48.0,False,False
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Luis Espinal,75.0,False,False
1985-04-17,Austria,Hungary,Hungary,József Kiprich,21.0,False,False
2006-06-15,Ecuador,Costa Rica,Ecuador,Agustín Delgado,54.0,False,False
1959-05-20,Norway,Austria,Austria,Erich Hof,32.0,False,False
1977-03-23,New Zealand,Taiwan,New Zealand,Keith Nelson,74.0,False,False
1983-04-27,Russia,Portugal,Russia,Sergey Rodionov,40.0,False,False
2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Duane Muckette,36.0,False,False
2019-11-14,Oman,Bangladesh,Bangladesh,Biplu Ahmed,81.0,False,False
2004-09-04,Malta,Sweden,Sweden,Freddie Ljungberg,46.0,False,False
2011-06-03,Kazakhstan,Azerbaijan,Azerbaijan,Vüqar Nadirov,63.0,False,False
2016-09-02,El Salvador,Mexico,Mexico,Héctor Moreno,52.0,False,False
1989-10-08,Sweden,Albania,Sweden,Mats Magnusson,20.0,False,False
1976-03-14,Guinea,Morocco,Morocco,Ahmed Makrouh,86.0,False,False
1997-08-20,Belarus,Sweden,Sweden,Pär Zetterberg,84.0,False,False
1975-10-15,Netherlands,Poland,Netherlands,Ruud Geels,47.0,False,False
1934-03-25,Italy,Greece,Italy,Anfilogino Guarisi,40.0,False,False
1986-06-21,Brazil,France,Brazil,Careca,17.0,False,False
1972-10-19,Spain,Yugoslavia,Yugoslavia,Dušan Bajević,60.0,False,False
2019-09-10,Maldives,China PR,China PR,Wu Xi,34.0,False,False
2015-01-30,Iraq,United Arab Emirates,United Arab Emirates,Ahmed Khalil,16.0,False,False
2005-06-08,Chile,Venezuela,Chile,Luis Antonio Jiménez,60.0,False,False
2021-09-02,Saudi Arabia,Vietnam,Saudi Arabia,Yasser Al-Shahrani,67.0,False,False
2001-03-28,Moldova,Sweden,Sweden,Marcus Allbäck,86.0,False,False
2013-06-09,Zimbabwe,Egypt,Egypt,Mohamed Salah,40.0,False,False
1977-12-11,Tunisia,Egypt,Tunisia,Abderraouf Ben Aziza,65.0,False,False
2011-07-17,Belize,Montserrat,Belize,Luis Mendez,61.0,False,False
1963-03-31,Bolivia,Brazil,Brazil,Almir Da Silva,28.0,False,False
2001-09-22,Uzbekistan,United Arab Emirates,United Arab Emirates,Mohammad Omar,5.0,False,False
1997-06-22,Nepal,Oman,Oman,Saeed Shaaban Al Busaidy,13.0,False,False
1934-05-27,Brazil,Spain,Spain,Isidro Lángara,29.0,False,False
2005-06-08,Costa Rica,Guatemala,Guatemala,Edwin Villatoro,74.0,False,False
2015-09-04,Georgia,Scotland,Georgia,Valeri Qazaishvili,38.0,False,False
2006-06-16,Netherlands,Ivory Coast,Netherlands,Robin van Persie,23.0,False,False
2010-10-08,Hungary,San Marino,Hungary,Gergely Rudolf,11.0,False,False
2001-04-11,Australia,American Samoa,Australia,Con Boutsianis,50.0,False,False
2004-09-05,Brazil,Bolivia,Bolivia,Luis Cristaldo,48.0,False,False
2019-03-26,Norway,Sweden,Sweden,Viktor Claesson,70.0,False,False
2004-08-03,Bahrain,Japan,Bahrain,A'ala Hubail,7.0,False,False
1980-09-29,Iran,North Korea,Iran,Hossein Faraki,66.0,False,False
2009-11-14,Russia,Slovenia,Russia,Diniyar Bilyaletdinov,52.0,False,False
2009-06-10,Venezuela,Uruguay,Venezuela,Giancarlo Maldonado,9.0,False,False
2021-09-01,Mali,Rwanda,Mali,Adama Traoré,19.0,False,False
2001-04-11,Australia,American Samoa,Australia,Archie Thompson,45.0,False,False
1961-11-23,Spain,Morocco,Morocco,Sellam Riahi,40.0,False,False
1968-01-16,Congo,Ghana,Ghana,Wilberforce Mfum,,False,False
2002-07-10,New Caledonia,Vanuatu,Vanuatu,Richard Iwai,76.0,False,False
2021-07-24,Qatar,El Salvador,Qatar,Abdulaziz Hatem,8.0,False,False
1981-08-16,New Zealand,Fiji,New Zealand,Steve Sumner,86.0,False,False
1971-05-26,Denmark,Belgium,Denmark,Kresten Bjerre,76.0,False,False
1927-11-27,Peru,Argentina,Peru,Alejandro Villanueva,3.0,False,False
1995-06-07,Romania,Israel,Israel,Eyal Berkovic,50.0,False,False
1934-05-27,Argentina,Sweden,Sweden,Sven Jonasson,67.0,False,False
1996-10-09,Norway,Hungary,Norway,Kjetil Rekdal,89.0,False,False
1967-04-08,Germany,Albania,Germany,Gerd Müller,73.0,False,False
1992-06-17,France,Denmark,France,Jean-Pierre Papin,60.0,False,False
1994-09-07,Finland,Scotland,Scotland,John Collins,65.0,False,False
1998-06-15,Romania,Colombia,Romania,Adrian Ilie,45.0,False,False
2019-11-16,Croatia,Slovakia,Slovakia,Róbert Boženík,32.0,False,False
1961-10-29,Czechoslovakia,Republic of Ireland,Czechoslovakia,Andrej Kvašňák,9.0,False,False
2016-06-05,Papua New Guinea,Samoa,Papua New Guinea,Raymond Gunemba,33.0,False,False
2004-09-05,Guinea,Botswana,Guinea,Souleymane Youla,54.0,False,False
1964-05-27,India,South Korea,India,K. Appalaraju,2.0,False,False
2019-09-06,Comoros,Togo,Togo,Kodjo Fo-Doh Laba,34.0,False,False
2001-05-07,Syria,Laos,Syria,Jomard Moussa,33.0,False,False
1989-10-25,Turkey,Austria,Turkey,Feyyaz Uçar,60.0,False,False
2002-10-16,Luxembourg,Romania,Romania,Viorel Moldovan,5.0,False,False
1993-04-13,North Korea,Indonesia,North Korea,Ryu Song-Gun,19.0,False,False
2000-10-24,Japan,Iraq,Japan,Naohiro Takahara,11.0,False,False
2019-06-22,DR Congo,Uganda,Uganda,Emmanuel Okwi,48.0,False,False
2009-10-10,Austria,Lithuania,Austria,Marc Janko,16.0,False,False
1957-11-03,Romania,Greece,Romania,Iosif Petschovsky,51.0,False,True
2011-07-28,Myanmar,Oman,Oman,Ahmed Mubarak Al-Mahaijri,39.0,False,True
2019-03-21,North Macedonia,Latvia,Latvia,Darko Velkovski,87.0,True,False
1960-10-14,South Korea,Vietnam Republic,South Korea,Cho Yoon-ok,15.0,False,False
2008-06-07,South Africa,Equatorial Guinea,South Africa,Kagiso Dikgacoi,90.0,False,False
2019-01-21,United Arab Emirates,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,26.0,False,False
2000-10-11,Russia,Luxembourg,Russia,Yegor Titov,90.0,False,False
2013-03-22,Austria,Faroe Islands,Austria,Andreas Ivanschitz,28.0,False,False
2016-10-06,Austria,Wales,Austria,Marko Arnautović,48.0,False,False
2011-10-11,Japan,Tajikistan,Japan,Yūichi Komano,35.0,False,False
1977-11-05,Kuwait,South Korea,Kuwait,Badr Abdul Hameed Bo Abbas,76.0,False,False
2003-09-10,Paraguay,Uruguay,Paraguay,José Cardozo,26.0,False,False
2000-10-29,China PR,South Korea,South Korea,Lee Dong-gook,76.0,False,False
2010-10-12,Scotland,Spain,Spain,David Villa,44.0,False,True
1972-12-03,Senegal,Morocco,Morocco,Maouhoub Ghazouani,26.0,False,False
2017-03-28,Peru,Uruguay,Peru,Paolo Guerrero,34.0,False,False
2011-07-23,Lebanon,Bangladesh,Lebanon,Hassan Maatouk,16.0,False,False
2021-06-28,Argentina,Bolivia,Argentina,Papu Gómez,6.0,False,False
1990-06-19,Austria,United States,Austria,Gerhard Rodax,63.0,False,False
1989-09-06,Northern Ireland,Hungary,Hungary,György Bognár,44.0,False,False
1992-10-14,Cyprus,Wales,Wales,Mark Hughes,51.0,False,False
2015-11-17,Saint Vincent and the Grenadines,Guatemala,Guatemala,Stefano Cincotta,23.0,False,False
2013-11-19,Sweden,Portugal,Portugal,Cristiano Ronaldo,79.0,False,False
2011-01-22,Australia,Iraq,Australia,Harry Kewell,118.0,False,False
2001-04-21,Senegal,Algeria,Senegal,El Hadji Diouf,2.0,False,False
1997-06-13,Australia,Tahiti,Australia,Paul Trimboli,42.0,False,False
2004-09-04,Belgium,Lithuania,Lithuania,Edgaras Jankauskas,73.0,False,False
1974-09-04,Austria,Wales,Wales,Arfon Griffiths,35.0,False,False
2000-10-07,Bulgaria,Malta,Bulgaria,Svetoslav Todorov,90.0,False,False
2003-06-11,San Marino,Hungary,Hungary,Imre Szabics,76.0,False,False
2001-02-23,Libya,Togo,Libya,Khalifa Khalifa,11.0,False,False
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Fábio Virginio de Lima,55.0,False,False
2002-09-07,Russia,Republic of Ireland,Russia,Vladimir Beschastnykh,24.0,False,False
2013-10-11,Denmark,Italy,Italy,Dani Osvaldo,28.0,False,False
1956-09-30,Austria,Luxembourg,Austria,Ernst Kozlicek,71.0,False,False
2018-07-03,Sweden,Switzerland,Sweden,Emil Forsberg,66.0,False,False
2019-06-17,Jamaica,Honduras,Jamaica,Dever Orgill,41.0,False,False
2007-11-21,Serbia,Poland,Poland,Radosław Matusiak,46.0,False,False
2009-09-05,Ivory Coast,Burkina Faso,Ivory Coast,Abdul Kader Keïta,68.0,False,False
2010-06-19,Netherlands,Japan,Netherlands,Wesley Sneijder,53.0,False,False
1996-06-01,Namibia,Mozambique,Namibia,Ewald Hoeseb,28.0,False,False
1925-12-06,Brazil,Paraguay,Brazil,Severino Da Silva,52.0,False,False
1988-11-02,Romania,Greece,Romania,Dorin Mateuț,26.0,False,False
1998-10-10,Slovenia,Norway,Norway,Tore André Flo,45.0,False,False
2008-06-14,Uruguay,Venezuela,Uruguay,Diego Lugano,12.0,False,False
1989-03-25,Syria,Yemen,Syria,Nizar Mahrous,48.0,False,False
2019-11-18,Spain,Romania,Spain,Fabián Ruiz,8.0,False,False
1999-09-08,Andorra,Russia,Andorra,Justo Ruiz,39.0,False,True
2016-10-07,France,Bulgaria,France,Kevin Gameiro,59.0,False,False
1974-06-23,Sweden,Uruguay,Sweden,Roland Sandberg,74.0,False,False
2016-03-29,Venezuela,Chile,Chile,Arturo Vidal,72.0,False,False
2004-09-08,Sri Lanka,Indonesia,Indonesia,Ilham Jaya Kesuma,8.0,False,False
2005-06-08,Kuwait,South Korea,South Korea,Park Ji-sung,61.0,False,False
2004-10-13,Iceland,Sweden,Iceland,Eiður Guðjohnsen,66.0,False,False
1967-07-16,Russia,Greece,Russia,Yozhef Sabo,72.0,False,True
1990-12-19,Malta,Netherlands,Netherlands,Marco van Basten,23.0,False,False
1962-12-08,Malta,Denmark,Denmark,Carl Emil Christiansen,42.0,False,False
2004-10-12,Australia,Solomon Islands,Australia,Ahmad Elrich,82.0,False,False
1996-06-18,France,Bulgaria,France,Laurent Blanc,21.0,False,False
2012-01-24,Ghana,Botswana,Ghana,John Mensah,25.0,False,False
1981-03-30,Iraq,Syria,Iraq,Adel Khudhair,63.0,False,False
2021-10-06,Morocco,Guinea-Bissau,Morocco,Ayoub El Kaabi,62.0,False,False
2019-10-13,Kazakhstan,Belgium,Belgium,Michy Batshuayi,21.0,False,False
1983-05-15,Sweden,Cyprus,Sweden,Andreas Ravelli,73.0,False,False
1977-03-20,South Korea,Israel,South Korea,Cha Bum-kun,23.0,False,False
1945-01-14,Chile,Ecuador,Chile,Francisco Hormazábal,45.0,False,False
1939-02-05,Chile,Ecuador,Chile,José Avendaño,15.0,False,False
2011-03-29,Lithuania,Spain,Spain,Juan Mata,83.0,False,False
2011-07-28,Bangladesh,Lebanon,Bangladesh,Mithun Chowdhury,52.0,False,False
2017-03-24,United States,Honduras,United States,Clint Dempsey,49.0,False,False
2011-11-15,Kenya,Seychelles,Kenya,Titus Mulama,45.0,False,False
2021-06-07,Japan,Tajikistan,Japan,Hayao Kawabe,71.0,False,False
1993-08-08,Bolivia,Uruguay,Uruguay,Enzo Francescoli,90.0,False,False
1997-10-05,Mexico,El Salvador,Mexico,Alberto García Aspe,35.0,False,False
1989-09-17,Colombia,Paraguay,Colombia,Rubén Darío Hernández,67.0,False,False
1970-02-16,Egypt,Ivory Coast,Ivory Coast,Laurent Pokou,72.0,False,False
1999-09-04,Austria,Spain,Spain,Fernando Hierro,56.0,False,False
1998-07-12,France,Brazil,France,Zinedine Zidane,27.0,False,False
2021-03-24,Serbia,Republic of Ireland,Republic of Ireland,James Collins,86.0,False,False
1996-01-11,Mexico,Saint Vincent and the Grenadines,Mexico,Agustín Garcia,80.0,False,False
2000-02-27,Canada,Colombia,Canada,Carlo Corazzin,68.0,False,True
1985-10-27,Australia,Taiwan,Australia,John Kosmina,88.0,False,False
2014-09-08,Spain,North Macedonia,Spain,Paco Alcácer,17.0,False,False
1981-02-25,Israel,Scotland,Scotland,Kenny Dalglish,54.0,False,False
1996-08-31,Liechtenstein,Republic of Ireland,Republic of Ireland,Andy Townsend,5.0,False,False
1994-03-30,Tunisia,DR Congo,DR Congo,Nsumbu Ngoy,55.0,False,False
2016-10-11,Denmark,Montenegro,Montenegro,Fatos Bećiraj,32.0,False,False
1945-01-24,Chile,Bolivia,Chile,Juan Alcántara,79.0,False,False
2009-09-09,Serbia,France,France,Thierry Henry,36.0,False,False
1977-11-12,Kuwait,Hong Kong,Kuwait,Faisal Al-Dakhil,17.0,False,False
1929-11-11,Peru,Uruguay,Peru,Agustín Lizarbe,81.0,False,False
2013-03-22,San Marino,England,England,Ashley Young,39.0,False,False
1981-01-04,North Korea,China PR,China PR,Huang Xiangdong,110.0,False,False
1994-11-16,Belarus,Norway,Norway,Henning Berg,34.0,False,False
2008-09-10,Vanuatu,Fiji,Vanuatu,Derek Malas,90.0,False,False
2016-03-24,Peru,Venezuela,Venezuela,Mikel Villanueva,57.0,False,False
2009-10-10,Cameroon,Togo,Cameroon,Jean Makoun,46.0,False,False
2004-03-28,Saint Lucia,British Virgin Islands,Saint Lucia,Jarvin Skeete,49.0,False,False
1969-04-20,Haiti,United States,Haiti,Joseph Obas,8.0,False,False
1993-10-13,Denmark,Northern Ireland,Denmark,Brian Laudrup,83.0,False,False
2015-09-04,Jamaica,Nicaragua,Nicaragua,Luis Galeano,48.0,False,False
2021-11-11,Russia,Cyprus,Russia,Aleksandr Yerokhin,87.0,False,False
2001-07-12,Peru,Paraguay,Paraguay,Virgilio Ferreira,23.0,False,False
1917-10-06,Argentina,Chile,Argentina,Luis García,76.0,True,False
2015-11-17,Algeria,Tanzania,Algeria,Riyad Mahrez,43.0,False,False
1997-06-02,Maldives,Iran,Iran,Khodadad Azizi,35.0,False,False
1993-07-25,Mexico,United States,Mexico,Ignacio Ambríz,11.0,False,False
1985-10-06,Morocco,Libya,Morocco,Mohamed Timoumi,85.0,False,False
1996-01-31,Zambia,Tunisia,Tunisia,Adel Sellimi,16.0,False,False
2011-09-06,Curaçao,Haiti,Curaçao,Angelo Zimmerman,43.0,False,False
1996-11-09,Morocco,Sierra Leone,Morocco,El Arbi Hababi,16.0,False,False
2014-10-11,Finland,Greece,Finland,Jarkko Hurme,55.0,False,False
1985-10-16,Czechoslovakia,Sweden,Czechoslovakia,Ladislav Vízek,69.0,False,False
2005-03-30,Georgia,Turkey,Turkey,Fatih Tekke,35.0,False,False
1965-10-09,Turkey,Czechoslovakia,Czechoslovakia,František Knebort,41.0,False,False
1945-01-31,Argentina,Ecuador,Ecuador,José Mendoza,62.0,False,False
2002-06-11,Saudi Arabia,Republic of Ireland,Republic of Ireland,Damien Duff,87.0,False,False
1995-04-26,Republic of Ireland,Portugal,Republic of Ireland,Vítor Baía,44.0,True,False
1955-03-02,Argentina,Paraguay,Argentina,Rodolfo Micheli,5.0,False,False
2013-03-22,France,Georgia,Georgia,Alexander Kobakhidze,71.0,False,False
1998-10-14,Lithuania,Bosnia and Herzegovina,Bosnia and Herzegovina,Elvir Baljić,68.0,False,False
2010-07-06,Uruguay,Netherlands,Netherlands,Wesley Sneijder,70.0,False,False
1977-02-27,Guinea,Togo,Guinea,Papa Camara,36.0,False,False
1978-10-07,Luxembourg,France,France,Didier Six,14.0,False,False
2004-06-09,China PR,Malaysia,China PR,Sun Jihai,62.0,False,False
1994-10-12,Scotland,Faroe Islands,Scotland,John Collins,40.0,False,False
2007-11-21,Ukraine,France,Ukraine,Andriy Shevchenko,46.0,False,False
1973-09-09,Argentina,Bolivia,Argentina,Miguel Ángel Brindisi,43.0,False,False
2007-07-02,Argentina,Colombia,Argentina,Hernán Crespo,20.0,False,True
2008-03-26,Anguilla,El Salvador,El Salvador,Carlos Monteagudo,22.0,False,False
1997-11-06,Saudi Arabia,China PR,China PR,Hao Haidong,10.0,False,False
2004-07-17,Colombia,Costa Rica,Colombia,Abel Aguilar,41.0,False,False
1996-09-15,Saint Vincent and the Grenadines,Mexico,Mexico,Damián Ariel Álvarez,89.0,False,False
1997-06-13,Brazil,Costa Rica,Brazil,Djalminha,20.0,False,False
2011-06-03,Italy,Estonia,Italy,Giuseppe Rossi,21.0,False,False
2011-07-13,Brazil,Ecuador,Brazil,Neymar,71.0,False,False
1981-05-24,Finland,Germany,Germany,Manfred Kaltz,40.0,False,False
1997-08-20,Czech Republic,Faroe Islands,Czech Republic,Luboš Kozel,26.0,False,False
1989-02-10,Iraq,Qatar,Iraq,Ahmed Radhi,31.0,False,False
1993-05-02,Honduras,Mexico,Mexico,Alberto García Aspe,2.0,False,False
1960-11-03,United States,Mexico,Mexico,Sigfrido Mercado,8.0,False,False
2014-09-07,Georgia,Republic of Ireland,Georgia,Tornike Okriashvili,38.0,False,False
2015-06-16,Paraguay,Jamaica,Paraguay,Édgar Benítez,35.0,False,False
1956-01-24,Brazil,Chile,Chile,Enrique Hormazábal,8.0,False,False
1984-09-26,Hungary,Austria,Hungary,Antal Nagy,50.0,False,False
2008-06-25,Germany,Turkey,Turkey,Uğur Boral,22.0,False,False
2007-11-09,Indonesia,Syria,Syria,Feras Esmaeel,17.0,False,False
2000-03-19,Suriname,Saint Lucia,Suriname,Alberto Doesburg,80.0,False,False
2004-06-20,Grenada,United States,United States,Landon Donovan,6.0,False,False
2012-10-12,Serbia,Belgium,Belgium,Christian Benteke,34.0,False,False
1997-06-15,Solomon Islands,Tahiti,Solomon Islands,Noel Berry,80.0,False,False
1997-10-29,Republic of Ireland,Belgium,Belgium,Luc Nilis,29.0,False,False
1949-04-17,Bolivia,Uruguay,Uruguay,Ernesto Betancourt,70.0,False,False
2007-06-28,Paraguay,Colombia,Paraguay,Roque Santa Cruz,80.0,False,False
2001-09-01,United States,Honduras,United States,Earnie Stewart,7.0,False,False
2015-01-22,Australia,China PR,Australia,Tim Cahill,65.0,False,False
1945-01-24,Ecuador,Uruguay,Uruguay,Atilio García,1.0,False,False
2009-08-12,Belarus,Croatia,Croatia,Eduardo da Silva,69.0,False,False
1977-10-08,Nigeria,Egypt,Nigeria,Segun Odegbami,67.0,False,False
1964-09-29,Yugoslavia,Luxembourg,Yugoslavia,Milan Galić,86.0,False,False
2011-06-12,El Salvador,Cuba,Cuba,Yénier Márquez,83.0,False,False
2007-06-30,Venezuela,Peru,Venezuela,Daniel Arismendi,79.0,False,False
1967-10-11,German DR,Denmark,German DR,Herbert Pankau,73.0,False,False
2017-06-12,Iran,Uzbekistan,Iran,Mehdi Taremi,88.0,False,False
1991-10-16,Poland,Republic of Ireland,Poland,Piotr Czachowski,59.0,False,False
2015-10-08,Syria,Japan,Japan,Takashi Usami,88.0,False,False
2021-03-28,Romania,Germany,Germany,Serge Gnabry,17.0,False,False
1974-09-01,Finland,Poland,Poland,Andrzej Szarmach,23.0,False,False
2008-10-11,San Marino,Slovakia,San Marino,Andy Selva,45.0,False,False
2007-11-21,England,Croatia,Croatia,Ivica Olić,14.0,False,False
1994-09-07,Romania,Azerbaijan,Romania,Miodrag Belodedici,42.0,False,False
2002-09-07,Lithuania,Germany,Germany,Marius Stankevičius,59.0,True,False
2021-06-03,Bangladesh,Afghanistan,Afghanistan,Amredin Sharifi,47.0,False,False
2011-10-11,Norway,Cyprus,Norway,Morten Gamst Pedersen,25.0,False,False
2015-07-08,Costa Rica,Jamaica,Costa Rica,David Ramírez,37.0,False,False
2003-10-11,Wales,Serbia,Serbia,Zvonimir Vukić,6.0,False,False
1993-02-24,Netherlands,Turkey,Netherlands,Rob Witschge,37.0,False,False
1987-12-16,Turkey,Yugoslavia,Yugoslavia,Ljubomir Radanović,5.0,False,False
1985-10-05,New Zealand,Taiwan,New Zealand,Steve Sumner,31.0,False,False
2022-12-01,Canada,Morocco,Canada,Nayef Aguerd,40.0,True,False
1917-10-03,Argentina,Brazil,Argentina,Alberto Ohaco,56.0,False,True
2014-09-07,Germany,Scotland,Scotland,Ikechi Anya,66.0,False,False
1979-10-31,Yugoslavia,Romania,Yugoslavia,Zlatko Vujović,48.0,False,False
2021-06-20,Switzerland,Turkey,Turkey,İrfan Kahveci,62.0,False,False
2013-07-07,Mexico,Panama,Panama,Gabriel Torres,7.0,False,True
1958-06-11,France,Yugoslavia,Yugoslavia,Todor Veselinović,88.0,False,False
1995-04-26,Germany,Wales,Wales,Dean Saunders,8.0,False,False
2021-03-25,Spain,Greece,Spain,Álvaro Morata,33.0,False,False
1997-10-12,Canada,Mexico,Canada,Alex Bunbury,62.0,False,False
1942-01-31,Brazil,Ecuador,Brazil,Sylvio Pirillo,76.0,False,False
2015-07-07,Panama,Haiti,Haiti,Duckens Nazon,86.0,False,False
2004-10-09,Botswana,Kenya,Kenya,Dennis Oliech,5.0,False,False
1997-10-17,Iran,China PR,Iran,Alireza Mansourian,2.0,False,False
2021-10-09,Ghana,Zimbabwe,Ghana,André Ayew,87.0,False,False
1993-08-25,Austria,Finland,Austria,Andreas Herzog,89.0,False,True
2023-06-27,Guatemala,Cuba,Guatemala,Darwin Lom,48.0,False,False
2015-10-11,Greece,Hungary,Greece,Panagiotis Tachtsidis,57.0,False,False
2021-11-15,Austria,Moldova,Austria,Dejan Ljubičić,83.0,False,False
2019-09-10,Rwanda,Seychelles,Rwanda,Jacques Tuyisenge,29.0,False,False
1945-01-31,Argentina,Ecuador,Argentina,Vicente de la Mata,50.0,False,False
1984-10-21,Ivory Coast,Gambia,Ivory Coast,Oumar Ben Salah,84.0,False,False
2004-10-13,Cyprus,France,France,Thierry Henry,72.0,False,False
1965-08-15,Ecuador,Chile,Chile,Carlos Campos Sánchez,39.0,False,False
2013-02-03,Ivory Coast,Nigeria,Ivory Coast,Cheick Tioté,50.0,False,False
2004-10-13,Italy,Belarus,Italy,Alberto Gilardino,86.0,False,False
2014-11-15,Spain,Belarus,Spain,Pedro,55.0,False,False
2019-09-06,Germany,Netherlands,Germany,Serge Gnabry,9.0,False,False
1926-11-01,Paraguay,Uruguay,Uruguay,Zoilo Saldombide,47.0,False,True
2008-06-15,Saint Vincent and the Grenadines,Canada,Canada,Ali Gerba,88.0,False,False
2013-10-11,Netherlands,Hungary,Netherlands,Arjen Robben,90.0,False,False
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Fábio Virginio de Lima,33.0,False,False
2008-10-15,Russia,Finland,Russia,Petri Pasanen,23.0,True,False
1997-10-11,Malta,Serbia,Serbia,Dejan Savićević,44.0,False,False
1974-03-04,Egypt,Zambia,Zambia,Godfrey Chitalu,10.0,False,False
